web-scraper-order	web-scraper-start-url	title	image-src	link	iframe url
1744867939-1	https://www.crazygames.com/c/clicker/5?sorting=default	Falling Fruits	https://imgs.crazygames.com/falling-fruits/20210913105405/falling-fruits-cover?metadata=none&quality=85&width=273&fit=crop	Falling Fruits	https://games.crazygames.com/en_US/falling-fruits/index.html
1744867939-2	https://www.crazygames.com/c/clicker/5?sorting=default	Chipuzik's Evolution	https://imgs.crazygames.com/chipuzik-s-evolution/20220318105337/chipuzik-s-evolution-cover?metadata=none&quality=85&width=273&fit=crop	Chipuzik's Evolution	https://games.crazygames.com/en_US/chipuzik-s-evolution/index.html
1744867939-3	https://www.crazygames.com/c/clicker/5?sorting=default	Painter's Voyage Idle	https://imgs.crazygames.com/painter-s-voyage-idle/20211221124119/painter-s-voyage-idle-cover?metadata=none&quality=85&width=273&fit=crop	Painter's Voyage Idle	https://games.crazygames.com/en_US/painter-s-voyage-idle/index.html
1744867939-4	https://www.crazygames.com/c/clicker/5?sorting=default	Magic Chop Idle	https://imgs.crazygames.com/magic-chop-idle/20200908142048/magic-chop-idle-cover?metadata=none&quality=85&width=273&fit=crop	Magic Chop Idle	https://games.crazygames.com/en_US/magic-chop-idle/index.html
1744867939-5	https://www.crazygames.com/c/clicker/5?sorting=default	My Sugar Factory 2	https://imgs.crazygames.com/my-sugar-factory-2/20210107065720/my-sugar-factory-2-cover?metadata=none&quality=85&width=273&fit=crop	My Sugar Factory 2	https://games.crazygames.com/en_US/my-sugar-factory-2/index.html
1744867939-6	https://www.crazygames.com/c/clicker/5?sorting=default	Incremental Epic Hero	https://imgs.crazygames.com/games/incremental-epic-hero/cover-1614767386141.png?metadata=none&quality=85&width=273&fit=crop	Incremental Epic Hero	https://games.crazygames.com/en_US/incremental-epic-hero/index.html
1744867939-7	https://www.crazygames.com/c/clicker/5?sorting=default	Slime Farm Remake	https://imgs.crazygames.com/slime-farm-remake/20211216092849/slime-farm-remake-cover?metadata=none&quality=85&width=273&fit=crop	Slime Farm Remake	https://games.crazygames.com/en_US/slime-farm-remake/index.html
1744867939-8	https://www.crazygames.com/c/clicker/5?sorting=default	Cupcake Clicker	https://imgs.crazygames.com/cupcake-clicker/20220113095831/cupcake-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Cupcake Clicker	https://games.crazygames.com/en_US/cupcake-clicker/index.html
1744867939-9	https://www.crazygames.com/c/clicker/5?sorting=default	Haste-Miner	https://imgs.crazygames.com/haste-miner/20220224100130/haste-miner-cover?metadata=none&quality=85&width=273&fit=crop	Haste-Miner	https://games.crazygames.com/en_US/haste-miner/index.html
1744867939-10	https://www.crazygames.com/c/clicker/5?sorting=default	Planet Miner FRVR	https://imgs.crazygames.com/games/planet-miner-frvr/cover-1621849854660.png?metadata=none&quality=85&width=273&fit=crop	Planet Miner FRVR	https://games.crazygames.com/en_US/planet-miner-frvr/index.html
1744867939-11	https://www.crazygames.com/c/clicker/5?sorting=default	Doggo Clicker	https://imgs.crazygames.com/doggo-clicker/20210805153736/doggo-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Doggo Clicker	https://games.crazygames.com/en_US/doggo-clicker/index.html
1744867939-12	https://www.crazygames.com/c/clicker/5?sorting=default	Idle Miner	https://imgs.crazygames.com/idle-miner/20211023070302/idle-miner-cover?metadata=none&quality=85&width=273&fit=crop	Idle Miner	https://games.crazygames.com/en_US/idle-miner/index.html
1744867939-13	https://www.crazygames.com/c/clicker/5?sorting=default	Idle Pinball Breakout	https://imgs.crazygames.com/idle-pinball-breakout/20210105102537/idle-pinball-breakout-cover?metadata=none&quality=85&width=273&fit=crop	Idle Pinball Breakout	https://games.crazygames.com/en_US/idle-pinball-breakout/index.html
1744867939-14	https://www.crazygames.com/c/clicker/5?sorting=default	Colorful City of Cards	https://imgs.crazygames.com/colorful-city-of-cards/20210415163933/colorful-city-of-cards-cover?metadata=none&quality=85&width=273&fit=crop	Colorful City of Cards	https://games.crazygames.com/en_US/colorful-city-of-cards/index.html
1744867939-15	https://www.crazygames.com/c/clicker/5?sorting=default	Monster Impact	https://imgs.crazygames.com/games/monster-impact/cover-1621613153094.png?metadata=none&quality=85&width=273&fit=crop	Monster Impact	https://games.crazygames.com/en_US/monster-impact/index.html
1744867939-16	https://www.crazygames.com/c/clicker/5?sorting=default	My Sugar Factory	https://imgs.crazygames.com/my-sugar-factory/20200909064837/my-sugar-factory-cover?metadata=none&quality=85&width=273&fit=crop	My Sugar Factory	https://games.crazygames.com/en_US/my-sugar-factory/index.html
1744867939-17	https://www.crazygames.com/c/clicker/5?sorting=default	Merge Pickaxe 2	https://imgs.crazygames.com/merge-pickaxe-2/20210201110019/merge-pickaxe-2-cover?metadata=none&quality=85&width=273&fit=crop	Merge Pickaxe 2	https://games.crazygames.com/en_US/merge-pickaxe-2/index.html
1744867939-18	https://www.crazygames.com/c/clicker/5?sorting=default	Weapon Tester	https://imgs.crazygames.com/weapon-tester/20211111173516/weapon-tester-cover?metadata=none&quality=85&width=273&fit=crop	Weapon Tester	https://games.crazygames.com/en_US/weapon-tester/index.html
1744867939-19	https://www.crazygames.com/c/clicker/5?sorting=default	Mining in Notebook 2	https://imgs.crazygames.com/mining-in-notebook-2/20210202154603/mining-in-notebook-2-cover?metadata=none&quality=85&width=273&fit=crop	Mining in Notebook 2	https://games.crazygames.com/en_US/mining-in-notebook-2/index.html
1744867939-20	https://www.crazygames.com/c/clicker/5?sorting=default	Cyber Farm	https://imgs.crazygames.com/cyber-farm/20210618080819/cyber-farm-cover?metadata=none&quality=85&width=273&fit=crop	Cyber Farm	https://games.crazygames.com/en_US/cyber-farm/index.html
1744867939-21	https://www.crazygames.com/c/clicker/5?sorting=default	Incremental Epic Breakers	https://imgs.crazygames.com/incremental-epic-breakers/20201228080046/incremental-epic-breakers-cover?metadata=none&quality=85&width=273&fit=crop	Incremental Epic Breakers	https://games.crazygames.com/en_US/incremental-epic-breakers/index.html
1744867939-22	https://www.crazygames.com/c/clicker/5?sorting=default	Grow Defense	https://imgs.crazygames.com/grow-defense/20210209052943/grow-defense-cover?metadata=none&quality=85&width=273&fit=crop	Grow Defense	https://games.crazygames.com/en_US/grow-defense/index.html
1744867939-23	https://www.crazygames.com/c/clicker/5?sorting=default	Clicker Knights vs Dragons	https://imgs.crazygames.com/games/clicker-knights-vs-dragons/cover-1618469419791.png?metadata=none&quality=85&width=273&fit=crop	Clicker Knights vs Dragons	https://games.crazygames.com/en_US/clicker-knights-vs-dragons/index.html
1744867939-24	https://www.crazygames.com/c/clicker/5?sorting=default	Lunar Atoms Tycoon	https://imgs.crazygames.com/lunar-atoms-tycoon/20210326154950/lunar-atoms-tycoon-cover?metadata=none&quality=85&width=273&fit=crop	Lunar Atoms Tycoon	https://games.crazygames.com/en_US/lunar-atoms-tycoon/index.html
1744867939-25	https://www.crazygames.com/c/clicker/5?sorting=default	Fish Merge FRVR	https://imgs.crazygames.com/games/fish-merge-frvr/cover-1621940229740.png?metadata=none&quality=85&width=273&fit=crop	Fish Merge FRVR	https://games.crazygames.com/en_US/fish-merge-frvr/index.html
1744867939-26	https://www.crazygames.com/c/clicker/5?sorting=default	Particle Clicker	https://imgs.crazygames.com/games/particle-clicker/thumb-1580843594169.png?metadata=none&quality=85&width=273&fit=crop	Particle Clicker	https://games.crazygames.com/en_US/particle-clicker/index.html
1744867939-27	https://www.crazygames.com/c/clicker/5?sorting=default	Infinity Toower	https://imgs.crazygames.com/games/infinity-toower/thumb-1581346863743.png?metadata=none&quality=85&width=273&fit=crop	Infinity Toower	https://games.crazygames.com/en_US/infinity-toower/index.html
1744867939-28	https://www.crazygames.com/c/clicker/5?sorting=default	Mining in Notebook	https://imgs.crazygames.com/mining-in-notebook/20201026122659/mining-in-notebook-cover?metadata=none&quality=85&width=273&fit=crop	Mining in Notebook	https://games.crazygames.com/en_US/mining-in-notebook/index.html
1744867939-29	https://www.crazygames.com/c/clicker/5?sorting=default	Mine to the Last	https://imgs.crazygames.com/mine-to-the-last/20200815082617/mine-to-the-last-cover?metadata=none&quality=85&width=273&fit=crop	Mine to the Last	https://games.crazygames.com/en_US/mine-to-the-last/index.html
1744867939-30	https://www.crazygames.com/c/clicker/5?sorting=default	Room Clicker	https://imgs.crazygames.com/games/room-clicker/cover-1660250604553.png?metadata=none&quality=85&width=273&fit=crop	Room Clicker	https://games.crazygames.com/en_US/room-clicker/index.html
1744867939-31	https://www.crazygames.com/c/clicker/5?sorting=default	Slime Farm 2: Gold Rush	https://imgs.crazygames.com/slime-farm-2-gold-rush/20200928162808/slime-farm-2-gold-rush-cover?metadata=none&quality=85&width=273&fit=crop	Slime Farm 2: Gold Rush	https://games.crazygames.com/en_US/slime-farm-2-gold-rush/index.html
1744867939-32	https://www.crazygames.com/c/clicker/5?sorting=default	Idle Emoji Factory	https://imgs.crazygames.com/idle-emoji-factory-cover?metadata=none&quality=85&width=273&fit=crop	Idle Emoji Factory	https://games.crazygames.com/en_US/idle-emoji-factory/index.html
1744867939-33	https://www.crazygames.com/c/clicker/5?sorting=default	Merge Pickaxe	https://imgs.crazygames.com/merge-pickaxe-cover?metadata=none&quality=85&width=273&fit=crop	Merge Pickaxe	https://games.crazygames.com/en_US/merge-pickaxe/index.html
1744867939-34	https://www.crazygames.com/c/clicker/5?sorting=default	Logistics Inc	https://imgs.crazygames.com/games/logistics-inc/thumb-1564655527365.png?metadata=none&quality=85&width=273&fit=crop	Logistics Inc	https://games.crazygames.com/en_US/logistics-inc/index.html
1744867939-35	https://www.crazygames.com/c/clicker/5?sorting=default	Greedy Dwarves	https://imgs.crazygames.com/greedy-dwarves-cover?metadata=none&quality=85&width=273&fit=crop	Greedy Dwarves	https://games.crazygames.com/en_US/greedy-dwarves/index.html
1744867939-36	https://www.crazygames.com/c/clicker/5?sorting=default	Military Capitalist	https://imgs.crazygames.com/militarycapitalist.png?metadata=none&quality=85&width=273&fit=crop	Military Capitalist	https://games.crazygames.com/en_US/military-capitalist/index.html
1744867939-37	https://www.crazygames.com/c/clicker/5?sorting=default	SpinHunter	https://imgs.crazygames.com/spinhunter.png?metadata=none&quality=85&width=273&fit=crop	SpinHunter	https://games.crazygames.com/en_US/spinhunter/index.html
1744867939-38	https://www.crazygames.com/c/clicker/5?sorting=default	Galactic Grind	https://imgs.crazygames.com/galacticgrindc.png?metadata=none&quality=85&width=273&fit=crop	Galactic Grind	https://games.crazygames.com/en_US/galactic-grind/index.html
1744867939-39	https://www.crazygames.com/c/clicker/5?sorting=default	Idle Chopper	https://imgs.crazygames.com/idlechopperb.png?metadata=none&quality=85&width=273&fit=crop	Idle Chopper	https://games.crazygames.com/en_US/idle-chopper/index.html
1744867939-40	https://www.crazygames.com/c/clicker/5?sorting=default	Heroic Battle	https://imgs.crazygames.com/heroicbattle.png?metadata=none&quality=85&width=273&fit=crop	Heroic Battle	https://games.crazygames.com/en_US/heroic-battle/index.html
1744867939-41	https://www.crazygames.com/c/clicker/5?sorting=default	Doge Miner	https://imgs.crazygames.com/games/doge-miner/cover-1593443166599.png?metadata=none&quality=85&width=273&fit=crop	Doge Miner	https://games.crazygames.com/en_US/doge-miner/index.html
1744867941-42	https://www.crazygames.com/c/clicker/4?sorting=default	Carving Madness	https://imgs.crazygames.com/carving-madness_16x9/20240408035458/carving-madness_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Carving Madness	https://games.crazygames.com/en_US/carving-madness/index.html
1744867941-43	https://www.crazygames.com/c/clicker/4?sorting=default	Money Tree 2: Cash Grow Game	https://imgs.crazygames.com/money-tree-2-cash-grow-game/20230311183352/money-tree-2-cash-grow-game-cover?metadata=none&quality=85&width=273&fit=crop	Money Tree 2: Cash Grow Game	https://games.crazygames.com/en_US/money-tree-2-cash-grow-game/index.html
1744867941-44	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Mine: Remix	https://imgs.crazygames.com/idle-mine-remix/20200702173407/idle-mine-remix-cover?metadata=none&quality=85&width=273&fit=crop	Idle Mine: Remix	https://games.crazygames.com/en_US/idle-mine-remix/index.html
1744867941-45	https://www.crazygames.com/c/clicker/4?sorting=default	Idle World Miner Tycoon	https://imgs.crazygames.com/idle-world-miner-tycoon_16x9/20240122041046/idle-world-miner-tycoon_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Idle World Miner Tycoon	https://games.crazygames.com/en_US/idle-world-miner-tycoon/index.html
1744867941-46	https://www.crazygames.com/c/clicker/4?sorting=default	Miner Madness Tycoon	https://imgs.crazygames.com/time-to-mine---idle-tycoon_16x9/20230915185908/time-to-mine---idle-tycoon_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Miner Madness Tycoon	https://games.crazygames.com/en_US/time-to-mine---idle-tycoon/index.html
1744867941-47	https://www.crazygames.com/c/clicker/4?sorting=default	Blade of Dimensions	https://imgs.crazygames.com/blade-of-dimensions_16x9/20231017064908/blade-of-dimensions_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Blade of Dimensions	https://games.crazygames.com/en_US/blade-of-dimensions/index.html
1744867941-48	https://www.crazygames.com/c/clicker/4?sorting=default	Law of the Cat God	https://imgs.crazygames.com/law-of-the-cat-god_16x9/20250306105944/law-of-the-cat-god_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Law of the Cat God	https://games.crazygames.com/en_US/law-of-the-cat-god/index.html
1744867941-49	https://www.crazygames.com/c/clicker/4?sorting=default	Lhama Clicker	https://imgs.crazygames.com/lhama-clicker/20230411080236/lhama-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Lhama Clicker	https://games.crazygames.com/en_US/lhama-clicker/index.html
1744867941-50	https://www.crazygames.com/c/clicker/4?sorting=default	Juice Production Tycoon Remake	https://imgs.crazygames.com/juice-production-tycoon-remake/20220920113431/juice-production-tycoon-remake-cover?metadata=none&quality=85&width=273&fit=crop	Juice Production Tycoon Remake	https://games.crazygames.com/en_US/juice-production-tycoon-remake/index.html
1744867941-51	https://www.crazygames.com/c/clicker/4?sorting=default	EvoHero: Idle Gladiators	https://imgs.crazygames.com/evohero---idle-gladiators/20221107123425/evohero---idle-gladiators-cover?metadata=none&quality=85&width=273&fit=crop	EvoHero: Idle Gladiators	https://games.crazygames.com/en_US/evohero---idle-gladiators/index.html
1744867941-52	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Printers 2	https://imgs.crazygames.com/idle-printers-2/20230324184951/idle-printers-2-cover?metadata=none&quality=85&width=273&fit=crop	Idle Printers 2	https://games.crazygames.com/en_US/idle-printers-2/index.html
1744867941-53	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Sculpt	https://imgs.crazygames.com/idle-sculpt/20230317150302/idle-sculpt-cover?metadata=none&quality=85&width=273&fit=crop	Idle Sculpt	https://games.crazygames.com/en_US/idle-sculpt/index.html
1744867941-54	https://www.crazygames.com/c/clicker/4?sorting=default	Haste-Clicker	https://imgs.crazygames.com/haste-clicker/20230103102512/haste-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Haste-Clicker	https://games.crazygames.com/en_US/haste-clicker/index.html
1744867941-55	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Ants	https://imgs.crazygames.com/idleants.png?metadata=none&quality=85&width=273&fit=crop	Idle Ants	https://games.crazygames.com/en_US/idle-ants/index.html
1744867941-56	https://www.crazygames.com/c/clicker/4?sorting=default	Fruit Clicker	https://imgs.crazygames.com/fruit-clicker/20230428041649/fruit-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Fruit Clicker	https://games.crazygames.com/en_US/fruit-clicker/index.html
1744867941-57	https://www.crazygames.com/c/clicker/4?sorting=default	Monopoly Clicker	https://imgs.crazygames.com/monopoly-clicker/20221201091139/monopoly-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Monopoly Clicker	https://games.crazygames.com/en_US/monopoly-clicker/index.html
1744867941-58	https://www.crazygames.com/c/clicker/4?sorting=default	Merge Mine: Idle Clicker	https://imgs.crazygames.com/merge-mine-idle-clicker/20230308103657/merge-mine-idle-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Merge Mine: Idle Clicker	https://games.crazygames.com/en_US/merge-mine-idle-clicker/index.html
1744867941-59	https://www.crazygames.com/c/clicker/4?sorting=default	Animal Zoo Clicker	https://imgs.crazygames.com/animal-zoo-clicker_16x9/20230901084548/animal-zoo-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Animal Zoo Clicker	https://games.crazygames.com/en_US/animal-zoo-clicker/index.html
1744867941-60	https://www.crazygames.com/c/clicker/4?sorting=default	Cut Annoying Orange Idle	https://imgs.crazygames.com/cut-annoying-orange-idle/20220118102026/cut-annoying-orange-idle-cover?metadata=none&quality=85&width=273&fit=crop	Cut Annoying Orange Idle	https://games.crazygames.com/en_US/cut-annoying-orange-idle/index.html
1744867941-61	https://www.crazygames.com/c/clicker/4?sorting=default	President Simulator	https://imgs.crazygames.com/president-simulator/20220909084129/president-simulator-cover?metadata=none&quality=85&width=273&fit=crop	President Simulator	https://games.crazygames.com/en_US/president-simulator/index.html
1744867941-62	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Coffee Business	https://imgs.crazygames.com/idle-coffee-business-xmi/20221213074927/idle-coffee-business-xmi-cover?metadata=none&quality=85&width=273&fit=crop	Idle Coffee Business	https://games.crazygames.com/en_US/idle-coffee-business-xmi/index.html
1744867941-63	https://www.crazygames.com/c/clicker/4?sorting=default	Click 'n' Heroes	https://imgs.crazygames.com/games/click-n-heroes/cover-1681299282737.png?metadata=none&quality=85&width=273&fit=crop	Click 'n' Heroes	https://games.crazygames.com/en_US/click-n-heroes/index.html
1744867941-64	https://www.crazygames.com/c/clicker/4?sorting=default	Horror Bosses Clicker	https://imgs.crazygames.com/horror-bosses-clicker_16x9/20240711031920/horror-bosses-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Horror Bosses Clicker	https://games.crazygames.com/en_US/horror-bosses-clicker/index.html
1744867941-65	https://www.crazygames.com/c/clicker/4?sorting=default	Cookie Clicker Save the World	https://imgs.crazygames.com/cookie-clicker-save-the-world-cover?metadata=none&quality=85&width=273&fit=crop	Cookie Clicker Save the World	https://games.crazygames.com/en_US/cookie-clicker-save-the-world/index.html
1744867941-66	https://www.crazygames.com/c/clicker/4?sorting=default	Loop Farmer Idle	https://imgs.crazygames.com/loop-farmer-idle/20220511163620/loop-farmer-idle-cover?metadata=none&quality=85&width=273&fit=crop	Loop Farmer Idle	https://games.crazygames.com/en_US/loop-farmer-idle/index.html
1744867941-67	https://www.crazygames.com/c/clicker/4?sorting=default	Fantasy Idle Tycoon	https://imgs.crazygames.com/fantasy-idle-tycoon/20221207103914/fantasy-idle-tycoon-cover?metadata=none&quality=85&width=273&fit=crop	Fantasy Idle Tycoon	https://games.crazygames.com/en_US/fantasy-idle-tycoon/index.html
1744867941-68	https://www.crazygames.com/c/clicker/4?sorting=default	Coin Clicker	https://imgs.crazygames.com/coin-clicker/20220811081002/coin-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Coin Clicker	https://games.crazygames.com/en_US/coin-clicker/index.html
1744867941-69	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Pet Business	https://imgs.crazygames.com/idle-pet-business/20220919183727/idle-pet-business-cover?metadata=none&quality=85&width=273&fit=crop	Idle Pet Business	https://games.crazygames.com/en_US/idle-pet-business/index.html
1744867941-70	https://www.crazygames.com/c/clicker/4?sorting=default	Idle Hurricane	https://imgs.crazygames.com/idle-hurricane_16x9/20231213084238/idle-hurricane_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Idle Hurricane	https://games.crazygames.com/en_US/idle-hurricane/index.html
1744867941-71	https://www.crazygames.com/c/clicker/4?sorting=default	Aim Trainer Idle	https://imgs.crazygames.com/aim-trainer-idle/20221012124446/aim-trainer-idle-cover?metadata=none&quality=85&width=273&fit=crop	Aim Trainer Idle	https://games.crazygames.com/en_US/aim-trainer-idle/index.html
1744867941-72	https://www.crazygames.com/c/clicker/4?sorting=default	Magic Swords Idle RPG	https://imgs.crazygames.com/magic-swords-idle-rpg/20220712082549/magic-swords-idle-rpg-cover?metadata=none&quality=85&width=273&fit=crop	Magic Swords Idle RPG	https://games.crazygames.com/en_US/magic-swords-idle-rpg/index.html
1744867941-73	https://www.crazygames.com/c/clicker/4?sorting=default	Haste-Miner 3: Eternamine	https://imgs.crazygames.com/haste-miner-3-eternamine/20221221105655/haste-miner-3-eternamine-cover?metadata=none&quality=85&width=273&fit=crop	Haste-Miner 3: Eternamine	https://games.crazygames.com/en_US/haste-miner-3-eternamine/index.html
1744867941-74	https://www.crazygames.com/c/clicker/4?sorting=default	Love Clicker: Valentine's Day	https://imgs.crazygames.com/love-clicker-valentine-s-day/20230213155046/love-clicker-valentine-s-day-cover?metadata=none&quality=85&width=273&fit=crop	Love Clicker: Valentine's Day	https://games.crazygames.com/en_US/love-clicker-valentine-s-day/index.html
1744867941-75	https://www.crazygames.com/c/clicker/4?sorting=default	Weapons Journey	https://imgs.crazygames.com/weapons-journey/20220319083235/weapons-journey-cover?metadata=none&quality=85&width=273&fit=crop	Weapons Journey	https://games.crazygames.com/en_US/weapons-journey/index.html
1744867941-76	https://www.crazygames.com/c/clicker/4?sorting=default	Burger Clicker	https://imgs.crazygames.com/burger-clicker-ktl/20230317171554/burger-clicker-ktl-cover?metadata=none&quality=85&width=273&fit=crop	Burger Clicker	https://games.crazygames.com/en_US/burger-clicker-ktl/index.html
1744867941-77	https://www.crazygames.com/c/clicker/4?sorting=default	My Flour Factory	https://imgs.crazygames.com/my-flour-factory/20220503115751/my-flour-factory-cover?metadata=none&quality=85&width=273&fit=crop	My Flour Factory	https://games.crazygames.com/en_US/my-flour-factory/index.html
1744867941-78	https://www.crazygames.com/c/clicker/4?sorting=default	Galactic Crusade Clicker	https://imgs.crazygames.com/galactic-crusade-clicker/20220223112810/galactic-crusade-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Galactic Crusade Clicker	https://games.crazygames.com/en_US/galactic-crusade-clicker/index.html
1744867941-79	https://www.crazygames.com/c/clicker/4?sorting=default	Red Imposter Clicker	https://imgs.crazygames.com/red-imposter-clicker/20230117051404/red-imposter-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Red Imposter Clicker	https://games.crazygames.com/en_US/red-imposter-clicker/index.html
1744867941-80	https://www.crazygames.com/c/clicker/4?sorting=default	Mining Rush	https://imgs.crazygames.com/mining-rush/20220610150730/mining-rush-cover?metadata=none&quality=85&width=273&fit=crop	Mining Rush	https://games.crazygames.com/en_US/mining-rush/index.html
1744867941-81	https://www.crazygames.com/c/clicker/4?sorting=default	Survivor Idle Run	https://imgs.crazygames.com/survivor-idle-run/20230306145206/survivor-idle-run-cover?metadata=none&quality=85&width=273&fit=crop	Survivor Idle Run	https://games.crazygames.com/en_US/survivor-idle-run/index.html
1744867941-82	https://www.crazygames.com/c/clicker/4?sorting=default	Haste-Miner 2	https://imgs.crazygames.com/games/haste-miner-2/cover-1661273361008.png?metadata=none&quality=85&width=273&fit=crop	Haste-Miner 2	https://games.crazygames.com/en_US/haste-miner-2/index.html
1744867941-83	https://www.crazygames.com/c/clicker/4?sorting=default	Pinball Idle	https://imgs.crazygames.com/pinball-idle_16x9/20250120070739/pinball-idle_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Pinball Idle	https://games.crazygames.com/en_US/pinball-idle/index.html
1744867941-84	https://www.crazygames.com/c/clicker/4?sorting=default	Minecube	https://imgs.crazygames.com/minecube/20220614124805/minecube-cover?metadata=none&quality=85&width=273&fit=crop	Minecube	https://games.crazygames.com/en_US/minecube/index.html
1744867941-85	https://www.crazygames.com/c/clicker/4?sorting=default	Launch Idle 3D	https://imgs.crazygames.com/launch-idle-3d/20220920113512/launch-idle-3d-cover?metadata=none&quality=85&width=273&fit=crop	Launch Idle 3D	https://games.crazygames.com/en_US/launch-idle-3d/index.html
1744867941-86	https://www.crazygames.com/c/clicker/4?sorting=default	Pixelartist Clicker	https://imgs.crazygames.com/pixelartist-clicker/20220405142248/pixelartist-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Pixelartist Clicker	https://games.crazygames.com/en_US/pixelartist-clicker/index.html
1744867941-87	https://www.crazygames.com/c/clicker/4?sorting=default	Wednesday Clicker	https://imgs.crazygames.com/wednesday-clicker/20221221194343/wednesday-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Wednesday Clicker	https://games.crazygames.com/en_US/wednesday-clicker/index.html
1744867941-88	https://www.crazygames.com/c/clicker/4?sorting=default	Revolution Idle RE	https://imgs.crazygames.com/revolution-idle-re/20210519142719/revolution-idle-re-cover?metadata=none&quality=85&width=273&fit=crop	Revolution Idle RE	https://games.crazygames.com/en_US/revolution-idle-re/index.html
1744867941-89	https://www.crazygames.com/c/clicker/4?sorting=default	Weaponsmith Idle	https://imgs.crazygames.com/weaponsmith-idle/20220201085740/weaponsmith-idle-cover?metadata=none&quality=85&width=273&fit=crop	Weaponsmith Idle	https://games.crazygames.com/en_US/weaponsmith-idle/index.html
1744867941-90	https://www.crazygames.com/c/clicker/4?sorting=default	Juice Production Tycoon	https://imgs.crazygames.com/juice-production-tycoon/20210521121757/juice-production-tycoon-cover?metadata=none&quality=85&width=273&fit=crop	Juice Production Tycoon	https://games.crazygames.com/en_US/juice-production-tycoon/index.html
